1. & 
0.5 & 
0.375 & 
0.3125 & 
0.2734375 & 
0.24609375 & 
0.2255859375 & 
0.20947265625 & 
0.196380615234375 & 
0.1854705810546875 & 
0.176197052001953125 & 
0.1681880950927734375 & 
0.1611802577972412109375 & 
0.15498101711273193359375 & 
0.1494459807872772216796875 & 
0.14446444809436798095703125 & 
0.1399499340914189815521240234375 & 
0.13583375955931842327117919921875 & 
0.1320605995715595781803131103515625 & 
0.128585320635465905070304870605469 & 
0.125370687619579257443547248840332 & 
0.122385671247684513218700885772705 & 
0.119604178719328047009184956550598 & 
0.117004087877603524248115718364716 & 
0.11456650271348678415961330756545066833 & 
0.11227517265921704847642104141414165497 & 
0.11011603472346287446725909831002354622 & 
0.10807684889525059901416170760057866573 & 
0.106146905164978266888908819964854 & 
0.104316786110409676080479357551667 & 
0.102578173008569514812471368259139 & 
0.10092368634714097425097989457754 & 
0.09934675374796689652830833372476604382 & 
0.09784149990330073142939457109257261891 & 
0.0964026543164874853789622979882700804 & 
0.09502547354053766415926283658843765068 & 
0.093705675296919085490384186080265 & 
0.092439382387501260010784399781883 & 
0.091223074724507822379063552416332 & 
0.090053548125475670810101199180225 & 
0.0889278787739072249249749341904722243 & 
0.08784339244739616120637767889546646547 & 
0.08679763777540334976344461128956805516 & 
0.08578836291754982244061385999550331034 & 
0.084813495157123119912879611586463 & 
0.083871122988710640802736504791058 & 
0.082959480347529003402706760173764 & 
0.082076932684257418260124773363405 & 
0.08122196463546307015324847364086957427 & 
0.08039316907795834494760308105269743576 & 
0.0795892373871787614981270502421704614 & 
0.07880895074612798932657678504371780982 & 
0.078051172373569066352282777495221 & 
0.077314840558724075160280109783001 & 
0.076598962405402555945833071729455 & 
0.075902608201717078164507316531915 & 
0.0752249063427731756808956440628796982 & 
0.07456503874327516536790533139566145524 & 
0.07392223668514348290783718198707816683 & 
0.07329577705221853813743178213973004677 & 
0.072684978910116716986286517287801 & 
0.072089200394460022584759578622148 & 
0.071507835875149861112301840084952 & 
0.070940313368204227293950238179526 & 
0.07038609217001513176821625194377538929 & 
0.06984466069178424613922997308266942475 & 
0.06931553447442224427453883692295219038 & 
0.06879825436640416782472884560263168686 & 
0.068292384849004137178958780561341 & 
0.06779751249502584632983589084717 & 
0.067313244548632804570337063055435 & 
0.066839207615191728481813562611401 & 
0.06637504645119734147846763509326942973 & 
0.0659204228453672227012178567707127898 & 
0.0654750145828985252505339523330727478 & 
0.06503851448567920174886372598418565907 & 
0.064610629521957628053147517260381 & 
0.064191079979607253845010195719767 & 
0.06377959869768669452549089959354 & 
0.063375930351498804053810577444206 & 
0.06297983078680193652847426133518971706 & 
& 
